,productivity,utility,coverage,harmonic_mean
Egypta,1.0,0.6667,0.0043,0.0085
poskytla,1.0,0.6667,0.0043,0.0085
porotce,1.0,0.6667,0.0043,0.0085
Carter,1.0,0.6667,0.0043,0.0085
pozváni,1.0,0.6667,0.0043,0.0085
zvláštní,1.0,0.6667,0.0043,0.0085
přijetí,1.0,0.6667,0.0043,0.0085
přehlídky,1.0,0.6667,0.0043,0.0085
vyhlásila,1.0,0.6667,0.0043,0.0085
Brazílii,1.0,0.6667,0.0043,0.0085
stejného,1.0,0.6667,0.0043,0.0085
stavět,1.0,0.6667,0.0043,0.0085
varšavském,1.0,0.6667,0.0043,0.0085
soukromé,1.0,0.6667,0.0043,0.0085
krádež,1.0,0.6667,0.0043,0.0085
kúře,1.0,0.6667,0.0043,0.0085
předáci,1.0,0.6667,0.0043,0.0085
stav,1.0,0.6667,0.0043,0.0085
Boeing,1.0,0.6667,0.0043,0.0085
pojištěnce,1.0,0.6667,0.0043,0.0085
pohřbívat,1.0,0.6667,0.0043,0.0085
legalizace,1.0,0.6667,0.0043,0.0085
uzavřeny,1.0,0.6667,0.0043,0.0085
kontraktu,1.0,0.6667,0.0043,0.0085
zápisu,1.0,0.6667,0.0043,0.0085
rasismu,1.0,0.6667,0.0043,0.0085
Moskvě,1.0,0.6667,0.0043,0.0085
Madridu,1.0,0.6667,0.0043,0.0085
sportuje,1.0,0.6667,0.0043,0.0085
výkazů,1.0,0.6667,0.0043,0.0085
znamého,1.0,0.6667,0.0043,0.0085
organizací,1.0,0.6667,0.0043,0.0085
dvacet,1.0,0.6667,0.0043,0.0085
2006,1.0,0.6667,0.0043,0.0085
malíře,1.0,0.6667,0.0043,0.0085
kadeřnictví,1.0,0.6667,0.0043,0.0085
uhelnatým,1.0,0.6667,0.0043,0.0085
jihovýchodním,1.0,0.6667,0.0043,0.0085
Muslimské,1.0,0.6667,0.0043,0.0085
doprovodnou,1.0,0.6667,0.0043,0.0085
zemském,1.0,0.6667,0.0043,0.0085
dolů,1.0,0.6667,0.0043,0.0085
odstraňuje,1.0,0.6667,0.0043,0.0085
třídy,1.0,0.6667,0.0043,0.0085
třinácti,1.0,0.6667,0.0043,0.0085
1000,1.0,0.6667,0.0043,0.0085
kartu,1.0,0.6667,0.0043,0.0085
otevření,1.0,0.6667,0.0043,0.0085
"stolu,",1.0,0.6667,0.0043,0.0085
oxidem,1.0,0.6667,0.0043,0.0085
jihovýchodní,1.0,0.6667,0.0043,0.0085
400,1.0,0.6667,0.0043,0.0085
egyptské,1.0,0.6667,0.0043,0.0085
látka,1.0,0.6667,0.0043,0.0085
Kábulu,1.0,0.6667,0.0043,0.0085
Lidé,1.0,0.6667,0.0043,0.0085
7,1.0,0.6667,0.0043,0.0085
kanadského,0.9,0.6,0.0043,0.0085
korupce,0.9,0.6,0.0043,0.0085
nadzvuková,0.85,0.55,0.0043,0.0085
která,0.85,0.55,0.0043,0.0085
zoo,0.85,0.55,0.0043,0.0085
zlatí,0.85,0.55,0.0043,0.0085
projevil,0.85,0.55,0.0043,0.0085
Concorde,0.85,0.55,0.0043,0.0085
Jozef,0.75,0.4833,0.0043,0.0085
Pokud,0.75,0.4833,0.0043,0.0085
nutno,0.75,0.4833,0.0043,0.0085
měla,0.75,0.4833,0.0043,0.0085
Tiso,0.75,0.4833,0.0043,0.0085
"uvedl,",0.7,0.4667,0.0043,0.0085
státě,0.7,0.4667,0.0043,0.0085
všech,0.65,0.4167,0.0043,0.0085
odhalení,0.65,0.4167,0.0043,0.0085
funkci,0.65,0.4167,0.0043,0.0085
ČEZ,0.6,0.4,0.0043,0.0085
kteří,0.7,0.4333,0.0043,0.0085
trest,0.55,0.35,0.0043,0.0085
inspekce,0.55,0.35,0.0043,0.0085
příležitosti,0.6667,0.4333,0.0043,0.0085
vztahy,0.6,0.3667,0.0043,0.0085
22,0.6,0.3667,0.0043,0.0085
2005,0.6,0.3667,0.0043,0.0085
2007,0.6,0.3667,0.0043,0.0085
Zásilkový,0.55,0.35,0.0043,0.0085
území,0.5667,0.3667,0.0043,0.0085
Polska,0.5667,0.3667,0.0043,0.0085
ničení,0.6167,0.3833,0.0043,0.0085
500,0.6167,0.3833,0.0043,0.0085
šestnáctka,0.6167,0.3833,0.0043,0.0085
Socha,0.6167,0.3833,0.0043,0.0085
západní,0.55,0.3167,0.0043,0.0084
byly,0.55,0.3167,0.0043,0.0084
otrávil,0.55,0.3167,0.0043,0.0084
Kwaśniewski,0.5167,0.3167,0.0043,0.0084
omezit,0.5167,0.3167,0.0043,0.0084
Aleksander,0.5167,0.3167,0.0043,0.0084
svou,0.5167,0.3167,0.0043,0.0084
Staroměstského,0.5333,0.3333,0.0043,0.0084
náměstí,0.5333,0.3333,0.0043,0.0084
Zuzana,0.9,0.6,0.0038,0.0077
den,0.8,0.5333,0.0038,0.0077
vyrobeno,0.8,0.5333,0.0038,0.0077
poháru,0.7,0.4667,0.0038,0.0076
souhlasí,0.7,0.4667,0.0038,0.0076
tajemník,0.7,0.4667,0.0038,0.0076
ani,0.7,0.4667,0.0038,0.0076
banky,0.7,0.4667,0.0038,0.0076
základny,0.7,0.4667,0.0038,0.0076
nikdy,0.7,0.4667,0.0038,0.0076
dále,0.7,0.4667,0.0038,0.0076
místní,0.7,0.4667,0.0038,0.0076
převozu,0.7,0.4667,0.0038,0.0076
miliard,0.75,0.4833,0.0038,0.0076
TOP,0.75,0.4833,0.0038,0.0076
Knihy,0.75,0.4833,0.0038,0.0076
hrozných,0.75,0.4833,0.0038,0.0076
Německu,0.75,0.4833,0.0038,0.0076
09,0.75,0.4833,0.0038,0.0076
Osm,0.75,0.4833,0.0038,0.0076
podle,0.7,0.4667,0.0038,0.0076
dva,0.6,0.4,0.0038,0.0076
1989,0.6,0.4,0.0038,0.0076
Senát,0.65,0.4167,0.0038,0.0076
Kyjevě,0.65,0.4167,0.0038,0.0076
vlakového,0.65,0.4167,0.0038,0.0076
letadel,0.65,0.4167,0.0038,0.0076
zájem,0.65,0.4167,0.0038,0.0076
Kjótského,0.6,0.4,0.0038,0.0076
peníze,0.5,0.3333,0.0038,0.0076
20,0.55,0.35,0.0038,0.0076
mluvčí,0.55,0.35,0.0038,0.0076
obrany,0.55,0.35,0.0038,0.0076
Noam,0.6667,0.4333,0.0038,0.0076
Ředitelem,0.6,0.3667,0.0038,0.0076
věnovat,0.6,0.3667,0.0038,0.0076
Přehlídka,0.6,0.3667,0.0038,0.0076
hlasovat,0.6,0.3667,0.0038,0.0076
evropských,0.5667,0.3667,0.0038,0.0076
1945,0.5667,0.3667,0.0038,0.0076
hrozbu,0.5,0.3,0.0038,0.0076
jednat,0.5,0.3,0.0038,0.0076
znemožňuje,0.5,0.3,0.0038,0.0076
mezích,0.5,0.3,0.0038,0.0076
Gandalovič,0.5,0.3,0.0038,0.0076
Milan,0.5,0.3,0.0038,0.0076
"oznámil,",0.5,0.3,0.0038,0.0076
podniku,0.5,0.3,0.0038,0.0076
Andrij,0.5,0.3,0.0038,0.0076
Lysenko,0.5,0.3,0.0038,0.0076
informoval,0.5,0.3,0.0038,0.0076
skončila,0.45,0.2833,0.0038,0.0076
není,0.4167,0.25,0.0038,0.0076
nové,0.3667,0.2,0.0038,0.0076
procent,0.8,0.5333,0.0034,0.0068
preferencí,0.8,0.5333,0.0034,0.0068
šestnáctky,0.8,0.5333,0.0034,0.0068
Brněnské,0.8,0.5333,0.0034,0.0068
letiště,0.8,0.5333,0.0034,0.0068
švýcarské,0.8,0.5333,0.0034,0.0068
průzkumech,0.8,0.5333,0.0034,0.0068
Clintonovou,0.8,0.5333,0.0034,0.0068
vede,0.8,0.5333,0.0034,0.0068
ČEZu,0.7,0.4667,0.0034,0.0068
Viktor,0.7,0.4667,0.0034,0.0068
mu,0.7,0.4667,0.0034,0.0068
Kožený,0.7,0.4667,0.0034,0.0068
Marathon,0.7,0.4667,0.0034,0.0068
protiraketové,0.7,0.4667,0.0034,0.0068
amerických,0.7,0.4667,0.0034,0.0068
pražské,0.7,0.4667,0.0034,0.0068
Sport,0.7,0.4667,0.0034,0.0068
bojkotu,0.7,0.4667,0.0034,0.0068
Evropského,0.7,0.4667,0.0034,0.0068
Expo,0.7,0.4667,0.0034,0.0068
Rusko,0.6,0.4,0.0034,0.0068
sdělil,0.6,0.4,0.0034,0.0068
by,0.6,0.4,0.0034,0.0068
Ivaščenka,0.6,0.4,0.0034,0.0068
Informaci,0.6,0.4,0.0034,0.0068
zemí,0.6,0.4,0.0034,0.0068
celkem,0.6,0.4,0.0034,0.0068
75,0.6,0.4,0.0034,0.0068
Latinské,0.6,0.4,0.0034,0.0068
narozenin,0.6,0.4,0.0034,0.0068
Slavnostní,0.6,0.4,0.0034,0.0068
151,0.6,0.4,0.0034,0.0068
Trumpa,0.65,0.4167,0.0034,0.0068
Donalda,0.65,0.4167,0.0034,0.0068
popraven,0.65,0.4167,0.0034,0.0068
Neználek,0.65,0.4167,0.0034,0.0068
Neználkův,0.65,0.4167,0.0034,0.0068
výlet,0.65,0.4167,0.0034,0.0068
Slunečního,0.65,0.4167,0.0034,0.0068
armáda,0.65,0.4167,0.0034,0.0068
pokračovala,0.65,0.4167,0.0034,0.0068
kaloni,0.65,0.4167,0.0034,0.0068
Měsíci,0.65,0.4167,0.0034,0.0068
Společnost,0.5,0.3333,0.0034,0.0068
Irák,0.5,0.3333,0.0034,0.0068
Učená,0.5,0.3333,0.0034,0.0068
Diplomatické,0.55,0.35,0.0034,0.0068
plánuje,0.55,0.35,0.0034,0.0068
dvě,0.55,0.35,0.0034,0.0068
pojišťovny,0.55,0.35,0.0034,0.0068
amerického,0.55,0.35,0.0034,0.0068
středisku,0.55,0.35,0.0034,0.0068
podporují,0.55,0.35,0.0034,0.0068
zaostává,0.45,0.2833,0.0034,0.0068
Polský,0.45,0.2833,0.0034,0.0068
obchodní,0.45,0.2833,0.0034,0.0068
větší,0.4,0.2667,0.0034,0.0068
kandidovat,0.4,0.2667,0.0034,0.0068
ochotna,0.5667,0.3667,0.0034,0.0068
"cizinců,",0.5667,0.3667,0.0034,0.0068
Francie,0.5667,0.3667,0.0034,0.0068
strany,0.5,0.3,0.0034,0.0068
Petra,0.5,0.3,0.0034,0.0068
referendu,0.4,0.2333,0.0034,0.0068
ticho,0.4,0.2333,0.0034,0.0068
Křeče,0.4167,0.25,0.0034,0.0067
Bush,0.4167,0.25,0.0034,0.0067
vědce,0.4167,0.25,0.0034,0.0067
dopravy,0.35,0.1833,0.0034,0.0067
Ruzyně,0.7,0.4667,0.003,0.006
kandidaturu,0.7,0.4667,0.003,0.006
skupině,0.7,0.4667,0.003,0.006
Slovenský,0.7,0.4667,0.003,0.006
2002,0.7,0.4667,0.003,0.006
zveřejnil,0.7,0.4667,0.003,0.006
Slovenska,0.7,0.4667,0.003,0.006
25,0.7,0.4667,0.003,0.006
či,0.7,0.4667,0.003,0.006
O,0.7,0.4667,0.003,0.006
byli,0.7,0.4667,0.003,0.006
"tvrdí,",0.7,0.4667,0.003,0.006
jedenáct,0.7,0.4667,0.003,0.006
díky,0.7,0.4667,0.003,0.006
víkendu,0.7,0.4667,0.003,0.006
lítost,0.7,0.4667,0.003,0.006
účinný,0.7,0.4667,0.003,0.006
ČOI,0.7,0.4667,0.003,0.006
Generální,0.6,0.4,0.003,0.006
1775,0.6,0.4,0.003,0.006
teploty,0.6,0.4,0.003,0.006
měří,0.6,0.4,0.003,0.006
Rekordní,0.6,0.4,0.003,0.006
Kent,0.6,0.4,0.003,0.006
1973,0.6,0.4,0.003,0.006
demonstrací,0.6,0.4,0.003,0.006
válečné,0.6,0.4,0.003,0.006
Kanadský,0.6,0.4,0.003,0.006
Peter,0.6,0.4,0.003,0.006
smlouvy,0.6,0.4,0.003,0.006
Ruskem,0.6,0.4,0.003,0.006
rozvoj,0.6,0.4,0.003,0.006
Irácký,0.6,0.4,0.003,0.006
republika,0.6,0.4,0.003,0.006
exministra,0.6,0.4,0.003,0.006
kontinentu,0.5,0.3333,0.003,0.0059
katolické,0.5,0.3333,0.003,0.0059
jednání,0.5,0.3333,0.003,0.0059
vědec,0.5,0.3333,0.003,0.0059
střediska,0.55,0.35,0.003,0.0059
zabavena,0.55,0.35,0.003,0.0059
zhruba,0.55,0.35,0.003,0.0059
šest,0.55,0.35,0.003,0.0059
svůj,0.55,0.35,0.003,0.0059
filmaři,0.55,0.35,0.003,0.0059
zásilka,0.55,0.35,0.003,0.0059
lingvistiky,0.55,0.35,0.003,0.0059
rekordní,0.55,0.35,0.003,0.0059
Konvoj,0.55,0.35,0.003,0.0059
ústavního,0.55,0.35,0.003,0.0059
jednodušší,0.55,0.35,0.003,0.0059
profesorem,0.55,0.35,0.003,0.0059
představení,0.55,0.35,0.003,0.0059
demonstrovat,0.55,0.35,0.003,0.0059
mohli,0.55,0.35,0.003,0.0059
května,0.55,0.35,0.003,0.0059
soudce,0.55,0.35,0.003,0.0059
vidět,0.55,0.35,0.003,0.0059
13,0.55,0.35,0.003,0.0059
premiéře,0.55,0.35,0.003,0.0059
armády,0.55,0.35,0.003,0.0059
varoval,0.5,0.3333,0.003,0.0059
Rudě,0.45,0.2833,0.003,0.0059
Železné,0.45,0.2833,0.003,0.0059
dodávat,0.45,0.2833,0.003,0.0059
spoluprací,0.45,0.2833,0.003,0.0059
skupina,0.45,0.2833,0.003,0.0059
Energo-PRO,0.45,0.2833,0.003,0.0059
Lesy,0.45,0.2833,0.003,0.0059
ředitele,0.45,0.2833,0.003,0.0059
pražských,0.45,0.2833,0.003,0.0059
14,0.45,0.2833,0.003,0.0059
slavného,0.45,0.2833,0.003,0.0059
plzeňské,0.45,0.2833,0.003,0.0059
zakladatele,0.45,0.2833,0.003,0.0059
galerii,0.45,0.2833,0.003,0.0059
činnost,0.4667,0.3,0.003,0.0059
darovali,0.4,0.2333,0.003,0.0059
spisovatelka,0.4,0.2333,0.003,0.0059
zaměstnance,0.4,0.2333,0.003,0.0059
americkými,0.4,0.2333,0.003,0.0059
12,0.4,0.2333,0.003,0.0059
Kozím,0.3167,0.1833,0.003,0.0059
plácku,0.3167,0.1833,0.003,0.0059
Mezi,0.25,0.1167,0.003,0.0059
Firma,0.6,0.4,0.0026,0.0051
kroky,0.6,0.4,0.0026,0.0051
téměř,0.6,0.4,0.0026,0.0051
infarkt,0.6,0.4,0.0026,0.0051
indonéském,0.6,0.4,0.0026,0.0051
rok,0.6,0.4,0.0026,0.0051
jihlavské,0.6,0.4,0.0026,0.0051
cizině,0.6,0.4,0.0026,0.0051
Raffaelo,0.6,0.4,0.0026,0.0051
Blix,0.6,0.4,0.0026,0.0051
21,0.6,0.4,0.0026,0.0051
Ajád,0.6,0.4,0.0026,0.0051
Hollywoodské,0.6,0.4,0.0026,0.0051
Budanov,0.6,0.4,0.0026,0.0051
pokračování,0.6,0.4,0.0026,0.0051
letos,0.6,0.4,0.0026,0.0051
zločiny,0.6,0.4,0.0026,0.0051
zmizeli,0.6,0.4,0.0026,0.0051
filmových,0.6,0.4,0.0026,0.0051
institucí,0.6,0.4,0.0026,0.0051
fotbalista,0.6,0.4,0.0026,0.0051
povede,0.6,0.4,0.0026,0.0051
voják,0.6,0.4,0.0026,0.0051
určitými,0.6,0.4,0.0026,0.0051
řízení,0.6,0.4,0.0026,0.0051
věnuje,0.6,0.4,0.0026,0.0051
hlavně,0.6,0.4,0.0026,0.0051
přístup,0.6,0.4,0.0026,0.0051
Maďarský,0.6,0.4,0.0026,0.0051
Aláví,0.6,0.4,0.0026,0.0051
sousedům,0.6,0.4,0.0026,0.0051
Nadal,0.6,0.4,0.0026,0.0051
produkce,0.6,0.4,0.0026,0.0051
prezidentem,0.6,0.4,0.0026,0.0051
Sulawesi,0.6,0.4,0.0026,0.0051
Sólyom,0.6,0.4,0.0026,0.0051
nalezeno,0.6,0.4,0.0026,0.0051
ruský,0.6,0.4,0.0026,0.0051
Texasu,0.6,0.4,0.0026,0.0051
kin,0.6,0.4,0.0026,0.0051
2009,0.6,0.4,0.0026,0.0051
tlak,0.6,0.4,0.0026,0.0051
bitvu,0.6,0.4,0.0026,0.0051
asijským,0.6,0.4,0.0026,0.0051
vytváří,0.6,0.4,0.0026,0.0051
Stovky,0.6,0.4,0.0026,0.0051
neviděli,0.6,0.4,0.0026,0.0051
aktivitě,0.6,0.4,0.0026,0.0051
2,0.6,0.4,0.0026,0.0051
kandidátku,0.6,0.4,0.0026,0.0051
neměla,0.6,0.4,0.0026,0.0051
slavnost,0.5,0.3333,0.0026,0.0051
miliónů,0.5,0.3333,0.0026,0.0051
90,0.5,0.3333,0.0026,0.0051
nefunguje,0.5,0.3333,0.0026,0.0051
čerpat,0.5,0.3333,0.0026,0.0051
pandy,0.5,0.3333,0.0026,0.0051
Umístění,0.5,0.3333,0.0026,0.0051
"neustoupí,",0.5,0.3333,0.0026,0.0051
církve,0.5,0.3333,0.0026,0.0051
rekonstrukce,0.5,0.3333,0.0026,0.0051
Zpravodaj,0.5,0.3333,0.0026,0.0051
umístění,0.5,0.3333,0.0026,0.0051
ohledně,0.5,0.3333,0.0026,0.0051
Gabriel,0.5,0.3333,0.0026,0.0051
hodiny,0.5,0.3333,0.0026,0.0051
generální,0.5,0.3333,0.0026,0.0051
alegorických,0.5,0.3333,0.0026,0.0051
2020,0.5,0.3333,0.0026,0.0051
volat,0.5,0.3333,0.0026,0.0051
Spolupráce,0.5,0.3333,0.0026,0.0051
Brněnsku,0.5,0.3333,0.0026,0.0051
Jason,0.5,0.3333,0.0026,0.0051
Během,0.5,0.3333,0.0026,0.0051
Rezaian,0.5,0.3333,0.0026,0.0051
Tradice,0.5,0.3333,0.0026,0.0051
Brněnská,0.5,0.3333,0.0026,0.0051
"nádraží,",0.5,0.3333,0.0026,0.0051
motoristovi,0.5,0.3333,0.0026,0.0051
planety,0.5,0.3333,0.0026,0.0051
odmítli,0.5,0.3333,0.0026,0.0051
proběhne,0.5,0.3333,0.0026,0.0051
poznamenány,0.4,0.2667,0.0026,0.0051
problémy,0.4,0.2667,0.0026,0.0051
Tamaulipas,0.4,0.2667,0.0026,0.0051
miliony,0.4,0.2667,0.0026,0.0051
vrátilo,0.4,0.2667,0.0026,0.0051
oproti,0.4,0.2667,0.0026,0.0051
freonů,0.45,0.2833,0.0026,0.0051
vyšetřovateli,0.45,0.2833,0.0026,0.0051
obchodník,0.45,0.2833,0.0026,0.0051
zpravodajství,0.45,0.2833,0.0026,0.0051
maďarský,0.45,0.2833,0.0026,0.0051
otevřela,0.45,0.2833,0.0026,0.0051
velkou,0.45,0.2833,0.0026,0.0051
únosů,0.45,0.2833,0.0026,0.0051
SD,0.45,0.2833,0.0026,0.0051
vodou,0.45,0.2833,0.0026,0.0051
Chile,0.45,0.2833,0.0026,0.0051
létají,0.45,0.2833,0.0026,0.0051
zabavení,0.45,0.2833,0.0026,0.0051
Michal,0.45,0.2833,0.0026,0.0051
Proti,0.45,0.2833,0.0026,0.0051
Evropská,0.45,0.2833,0.0026,0.0051
Maďarsku,0.45,0.2833,0.0026,0.0051
přijmout,0.45,0.2833,0.0026,0.0051
státy,0.35,0.2167,0.0026,0.0051
Největší,0.35,0.2167,0.0026,0.0051
české,0.3,0.1667,0.0026,0.0051
změnách,0.3,0.1667,0.0026,0.0051
zaměstnanců,0.3,0.1667,0.0026,0.0051
rekonstrukci,0.3,0.1667,0.0026,0.0051
velké,0.2167,0.1167,0.0026,0.005
Světového,0.5,0.3333,0.0021,0.0043
vybavení,0.5,0.3333,0.0021,0.0043
Johnson,0.5,0.3333,0.0021,0.0043
Los,0.5,0.3333,0.0021,0.0043
případě,0.5,0.3333,0.0021,0.0043
Tanková,0.5,0.3333,0.0021,0.0043
plesu,0.5,0.3333,0.0021,0.0043
Kaple,0.5,0.3333,0.0021,0.0043
vykonával,0.5,0.3333,0.0021,0.0043
lyžařů,0.5,0.3333,0.0021,0.0043
protiteroristického,0.5,0.3333,0.0021,0.0043
studenty,0.5,0.3333,0.0021,0.0043
Kuděla,0.5,0.3333,0.0021,0.0043
státní,0.5,0.3333,0.0021,0.0043
Slaného,0.5,0.3333,0.0021,0.0043
bankou,0.5,0.3333,0.0021,0.0043
havaroval,0.5,0.3333,0.0021,0.0043
FPÖ,0.5,0.3333,0.0021,0.0043
Exprezident,0.5,0.3333,0.0021,0.0043
výročí,0.5,0.3333,0.0021,0.0043
navštívilo,0.5,0.3333,0.0021,0.0043
století,0.5,0.3333,0.0021,0.0043
navštívil,0.5,0.3333,0.0021,0.0043
"Chloroformy,",0.5,0.3333,0.0021,0.0043
hostováním,0.5,0.3333,0.0021,0.0043
zvoleného,0.5,0.3333,0.0021,0.0043
hranicích,0.5,0.3333,0.0021,0.0043
Bódy,0.5,0.3333,0.0021,0.0043
zařadí,0.5,0.3333,0.0021,0.0043
Boris,0.5,0.3333,0.0021,0.0043
akcií,0.5,0.3333,0.0021,0.0043
amatérského,0.5,0.3333,0.0021,0.0043
nadužívání,0.5,0.3333,0.0021,0.0043
vody,0.5,0.3333,0.0021,0.0043
Švédka,0.5,0.3333,0.0021,0.0043
pokuty,0.5,0.3333,0.0021,0.0043
nemá,0.5,0.3333,0.0021,0.0043
plánům,0.5,0.3333,0.0021,0.0043
1920,0.5,0.3333,0.0021,0.0043
pod,0.5,0.3333,0.0021,0.0043
Ivaščenko,0.5,0.3333,0.0021,0.0043
vojenskými,0.5,0.3333,0.0021,0.0043
18,0.5,0.3333,0.0021,0.0043
finále,0.5,0.3333,0.0021,0.0043
Hodnota,0.5,0.3333,0.0021,0.0043
fondů,0.5,0.3333,0.0021,0.0043
Havaně,0.5,0.3333,0.0021,0.0043
Gruzií,0.5,0.3333,0.0021,0.0043
ledna,0.5,0.3333,0.0021,0.0043
autobusu,0.5,0.3333,0.0021,0.0043
autobus,0.5,0.3333,0.0021,0.0043
Loskot,0.5,0.3333,0.0021,0.0043
Linet,0.5,0.3333,0.0021,0.0043
republiky,0.5,0.3333,0.0021,0.0043
dobré,0.5,0.3333,0.0021,0.0043
Nepokoje,0.5,0.3333,0.0021,0.0043
obchodu,0.5,0.3333,0.0021,0.0043
"dohody,",0.5,0.3333,0.0021,0.0043
prostestovali,0.5,0.3333,0.0021,0.0043
tisíc,0.5,0.3333,0.0021,0.0043
dohody,0.5,0.3333,0.0021,0.0043
rozvoji,0.5,0.3333,0.0021,0.0043
čtvrt,0.5,0.3333,0.0021,0.0043
předešlé,0.5,0.3333,0.0021,0.0043
"proti,",0.5,0.3333,0.0021,0.0043
spojencům,0.5,0.3333,0.0021,0.0043
době,0.5,0.3333,0.0021,0.0043
černošskému,0.5,0.3333,0.0021,0.0043
udržitelném,0.5,0.3333,0.0021,0.0043
čerpání,0.5,0.3333,0.0021,0.0043
Obama,0.5,0.3333,0.0021,0.0043
červenci,0.5,0.3333,0.0021,0.0043
obvinění,0.5,0.3333,0.0021,0.0043
zeleniny,0.5,0.3333,0.0021,0.0043
Od,0.5,0.3333,0.0021,0.0043
obětí,0.5,0.3333,0.0021,0.0043
tři,0.5,0.3333,0.0021,0.0043
vynechá,0.5,0.3333,0.0021,0.0043
dispozici,0.5,0.3333,0.0021,0.0043
odbavilo,0.5,0.3333,0.0021,0.0043
milion,0.5,0.3333,0.0021,0.0043
vysoké,0.5,0.3333,0.0021,0.0043
německého,0.5,0.3333,0.0021,0.0043
nevyvážené,0.5,0.3333,0.0021,0.0043
zamítla,0.5,0.3333,0.0021,0.0043
blížícímu,0.5,0.3333,0.0021,0.0043
Mezinárodní,0.5,0.3333,0.0021,0.0043
Richard,0.5,0.3333,0.0021,0.0043
opraví,0.5,0.3333,0.0021,0.0043
nově,0.5,0.3333,0.0021,0.0043
redefinovat,0.5,0.3333,0.0021,0.0043
cvičení,0.5,0.3333,0.0021,0.0043
nutné,0.5,0.3333,0.0021,0.0043
závodů,0.5,0.3333,0.0021,0.0043
Účast,0.5,0.3333,0.0021,0.0043
omezené,0.5,0.3333,0.0021,0.0043
rakouské,0.5,0.3333,0.0021,0.0043
jihoameričtí,0.5,0.3333,0.0021,0.0043
návrh,0.5,0.3333,0.0021,0.0043
států,0.5,0.3333,0.0021,0.0043
údajně,0.5,0.3333,0.0021,0.0043
nizozemské,0.5,0.3333,0.0021,0.0043
zůstat,0.5,0.3333,0.0021,0.0043
2016,0.5,0.3333,0.0021,0.0043
pravděpodobnou,0.4,0.2667,0.0021,0.0042
francouzskou,0.4,0.2667,0.0021,0.0042
ideální,0.4,0.2667,0.0021,0.0042
10000,0.4,0.2667,0.0021,0.0042
prezidentských,0.4,0.2667,0.0021,0.0042
zprávu,0.4,0.2667,0.0021,0.0042
afroamerickému,0.4,0.2667,0.0021,0.0042
Podnik,0.4,0.2667,0.0021,0.0042
objevují,0.4,0.2667,0.0021,0.0042
civilistů,0.4,0.2667,0.0021,0.0042
Všeobecné,0.4,0.2667,0.0021,0.0042
pohraniční,0.4,0.2667,0.0021,0.0042
ochraně,0.4,0.2667,0.0021,0.0042
oteplování,0.4,0.2667,0.0021,0.0042
disponovat,0.4,0.2667,0.0021,0.0042
organismu,0.4,0.2667,0.0021,0.0042
evropské,0.4,0.2667,0.0021,0.0042
válečných,0.4,0.2667,0.0021,0.0042
vojsky,0.4,0.2667,0.0021,0.0042
nepovažuje,0.4,0.2667,0.0021,0.0042
stráž,0.4,0.2667,0.0021,0.0042
patří,0.4,0.2667,0.0021,0.0042
Holešovicích,0.4,0.2667,0.0021,0.0042
Třebíči,0.4,0.2667,0.0021,0.0042
uvedl,0.4,0.2667,0.0021,0.0042
odehrála,0.4,0.2667,0.0021,0.0042
halu,0.3,0.2,0.0021,0.0042
bitvě,0.3,0.2,0.0021,0.0042
výrobní,0.3,0.2,0.0021,0.0042
závislé,0.35,0.2167,0.0021,0.0042
parlamentních,0.35,0.2167,0.0021,0.0042
Dánský,0.35,0.2167,0.0021,0.0042
visí,0.35,0.2167,0.0021,0.0042
tun,0.35,0.2167,0.0021,0.0042
tržnici,0.35,0.2167,0.0021,0.0042
Přehřátí,0.35,0.2167,0.0021,0.0042
vraždu,0.35,0.2167,0.0021,0.0042
způsobuje,0.35,0.2167,0.0021,0.0042
Salvador,0.35,0.2167,0.0021,0.0042
24,0.35,0.2167,0.0021,0.0042
Allende,0.35,0.2167,0.0021,0.0042
Kundera,0.35,0.2167,0.0021,0.0042
Saskia,0.35,0.2167,0.0021,0.0042
značkového,0.35,0.2167,0.0021,0.0042
Mexiku,0.35,0.2167,0.0021,0.0042
Ruský,0.35,0.2167,0.0021,0.0042
Burešová,0.35,0.2167,0.0021,0.0042
běžecký,0.35,0.2167,0.0021,0.0042
Českou,0.35,0.2167,0.0021,0.0042
"hrozí,",0.35,0.2167,0.0021,0.0042
mandát,0.35,0.2167,0.0021,0.0042
zásilku,0.35,0.2167,0.0021,0.0042
televizní,0.35,0.2167,0.0021,0.0042
plynárenský,0.35,0.2167,0.0021,0.0042
deset,0.35,0.2167,0.0021,0.0042
vyšla,0.35,0.2167,0.0021,0.0042
metropolí,0.35,0.2167,0.0021,0.0042
gigant,0.35,0.2167,0.0021,0.0042
Gazprom,0.35,0.2167,0.0021,0.0042
portrét,0.35,0.2167,0.0021,0.0042
představuje,0.35,0.2167,0.0021,0.0042
film,0.35,0.2167,0.0021,0.0042
svými,0.35,0.2167,0.0021,0.0042
situaci,0.35,0.2167,0.0021,0.0042
Beran,0.35,0.2167,0.0021,0.0042
1992,0.3,0.2,0.0021,0.0042
odvykání,0.25,0.15,0.0021,0.0042
životy,0.25,0.15,0.0021,0.0042
rozpočtu,0.2667,0.1667,0.0021,0.0042
soutěží,0.2,0.1,0.0021,0.0042
výzkumném,0.4,0.2667,0.0017,0.0034
provádět,0.4,0.2667,0.0017,0.0034
změn,0.4,0.2667,0.0017,0.0034
